# Nodes: 4039
# Edges: 158822
0	1153
0	3618
0	1284
0	3953
0	1100
0	2314
0	1991
0	940
0	1713
0	1076
0	1513
0	1338
0	155
0	3804
0	1437
1	2816
1	3202
1	1539
1	3725
1	133
1	2695
1	2056
1	2701
1	2959
1	2706
1	1560
1	858
1	3999
1	3238
1	1169
1	946
1	1335
1	3923
1	2620
1	830
1	1471
1	2113
1	2146
1	2761
1	1356
1	589
1	653
1	336
1	3155
1	596
1	3158
1	345
1	1498
1	3810
1	3171
1	2149
1	3174
1	2577
1	2322
1	2923
1	493
1	2659
1	4006
1	1492
1	764
2	2343
2	2991
2	3765
2	792
2	3769
2	2943
3	3458
3	2051
3	3079
3	1802
3	3213
3	1155
3	662
3	3354
3	2863
3	413
3	3440
3	2082
3	1827
3	679
3	297
3	534
3	3884
3	2477
3	2608
3	3443
3	3636
3	3381
3	2999
3	952
3	756
3	3842
3	704
3	568
3	586
3	845
3	2638
3	847
3	3576
3	3285
3	1500
3	2274
3	1894
3	1515
3	1139
3	3190
3	3320
3	637
4	515
4	6
4	1031
4	3080
4	1547
4	3596
4	16
4	531
4	533
4	1047
4	539
4	2076
4	1055
4	3619
4	1060
4	1573
4	2598
4	2729
4	2090
4	46
4	3122
4	3123
4	1077
4	1599
4	2626
4	1607
4	3663
4	599
4	601
4	2138
4	2064
4	1126
4	3687
4	1641
4	3178
4	2919
4	3180
4	1725
4	3188
4	1141
4	3193
4	1660
4	3710
4	127
4	3203
4	1986
4	3214
4	3727
4	3216
4	657
4	2707
4	2414
4	3734
4	1817
4	2201
4	111
4	2716
4	1791
4	1182
4	1696
4	161
4	1307
4	2724
4	3237
4	169
4	2219
4	3758
4	687
4	699
4	1212
4	2237
4	3778
4	197
4	712
4	2252
4	3788
4	2766
4	3791
4	1239
4	2267
4	2780
4	222
4	3808
4	2786
4	3303
4	2284
4	3311
4	1113
4	242
4	3322
4	763
4	3836
4	42
4	1278
4	255
4	2307
4	1796
4	3845
4	2827
4	2323
4	281
4	2331
4	285
4	1311
4	806
4	2344
4	1835
4	812
4	302
4	3887
4	3894
4	316
4	2373
4	3910
4	1353
4	343
4	2383
4	3412
4	2901
4	3926
4	1367
4	1679
4	1377
4	3428
4	3431
4	872
4	2791
4	878
4	3731
4	1400
4	1916
4	3456
4	2946
4	3459
4	1413
4	2967
4	396
4	911
4	3474
4	3990
4	919
4	926
4	2978
4	4004
4	1958
4	2472
4	4009
4	4010
4	1964
4	2802
4	1461
4	3002
4	2493
4	3520
4	3010
4	1697
4	457
4	1482
4	461
4	1491
4	868
4	1871
4	3549
4	2019
4	2023
4	1001
4	2027
4	2541
4	3054
4	1519
4	2550
4	503
4	1364
4	3579
4	767
5	2756
5	677
5	1830
5	1224
5	778
5	3890
5	3118
5	688
5	1448
5	372
5	3502
5	118
5	407
5	2681
5	3516
6	1026
6	515
6	4
6	1031
6	1547
6	3596
6	16
6	531
6	23
6	539
6	2076
6	1791
6	3619
6	1060
6	1573
6	1575
6	2090
6	3122
6	3123
6	1077
6	1599
6	2626
6	583
6	73
6	3663
6	2219
6	3600
6	1113
6	2138
6	1725
6	1126
6	3687
6	1641
6	3178
6	3431
6	1644
6	2159
6	1141
6	630
6	1660
6	3710
6	127
6	3203
6	3180
6	1047
6	1679
6	3216
6	3731
6	2414
6	3734
6	111
6	1182
6	1696
6	1697
6	169
6	1195
6	687
6	699
6	1212
6	1213
6	3778
6	197
6	3787
6	2252
6	3791
6	1239
6	2267
6	2780
6	222
6	3808
6	2786
6	2791
6	242
6	763
6	42
6	1278
6	767
6	3841
6	2307
6	1796
6	3845
6	2323
6	281
6	2331
6	285
6	1311
6	806
6	2344
6	1835
6	812
6	3887
6	3894
6	316
6	2373
6	3910
6	2383
6	3412
6	3926
6	343
6	1377
6	3428
6	2919
6	872
6	3303
6	878
6	1400
6	3456
6	2946
6	1413
6	396
6	911
6	3474
6	3990
6	919
6	1949
6	926
6	4004
6	1958
6	2472
6	4010
6	1607
6	1964
6	1461
6	2493
6	3010
6	161
6	3534
6	1491
6	3549
6	2019
6	2541
6	3054
6	255
6	2550
6	3924
6	3579
6	3068
7	2844
7	172
7	372
7	3308
7	1116
8	3084
8	3981
8	3982
8	3093
8	3951
8	4000
8	3492
8	3370
8	2221
8	1582
8	1455
8	2609
8	3254
8	3768
8	3777
8	3725
8	1232
8	465
8	978
8	1369
8	2908
8	3679
8	2000
8	2788
8	873
8	3823
8	638
8	3833
8	1150
9	2700
10	3572
10	3985
10	1947
10	1952
10	2599
10	1457
10	1458
10	3678
10	1334
10	3900
10	64
10	2625
10	2897
10	722
10	2682
10	3806
10	2022
10	1515
10	2514
10	623
10	2800
10	2164
11	2180
11	2439
11	3735
11	2700
11	2830
11	301
11	2940
11	2450
11	2963
11	3470
11	2455
11	2456
11	1444
11	1562
11	157
11	3102
11	1184
11	48
11	440
11	1188
11	933
11	3239
11	1705
11	14
11	3335
11	941
11	431
11	2504
11	2226
11	1587
11	3511
11	3640
11	1980
11	2994
11	3649
11	962
11	1475
11	1096
11	1207
11	3916
11	2402
11	1870
11	2639
11	3664
11	1592
11	466
11	3541
11	3542
11	88
11	3545
11	2524
11	349
11	224
11	3554
11	3967
11	740
11	3943
11	2409
11	2794
11	2795
11	3090
11	2544
11	500
11	1014
11	1257
11	3065
11	1531
11	2812
11	1662
11	2303
12	2080
12	963
12	1131
12	2224
12	1750
12	3023
13	2945
13	3201
13	3725
13	2320
13	2449
13	667
13	803
13	2596
13	551
13	1832
13	1451
13	1744
13	219
13	3037
13	1765
13	2658
13	3173
13	1766
13	1515
13	496
13	3441
13	1012
13	1149
13	1407
14	2795
14	2180
14	1416
14	1930
14	11
14	2700
14	2830
14	2450
14	1555
14	3735
14	3226
14	1562
14	3102
14	1184
14	1444
14	933
14	3239
14	1705
14	3335
14	2348
14	301
14	431
14	3632
14	1587
14	2226
14	1075
14	1592
14	1980
14	3649
14	196
14	2504
14	1038
14	844
14	2402
14	2893
14	3152
14	440
14	466
14	3470
14	3545
14	2395
14	348
14	349
14	224
14	3664
14	3554
14	1531
14	740
14	1257
14	3541
14	2155
14	3090
